C, LossTomo, LossDiff, JointLoss, JointLossAlt
0.001, 0.0005849567824043334, 8.327855539391749e-06, 8.9128123217960824e-6, 0.000584965110259872791749
0.01, 0.0004972603637725115, 4.362312211014796e-06, 9.334915848739911e-6, 0.00049730398689462164796
0.1, 0.0003866103943437338, 3.4309132388443686e-06, 0.0000420919526732177486, 0.00038695348566761823686
1.0, 0.0004563894181046635, 5.148833679413656e-06, 0.000461538251784077156, 0.000461538251784077156
10.0, 0.0005413943435996771, 5.149949629412731e-06, 0.005419093385626183731, 0.00059289383989380431
100.0, 0.0005362001829780638, 3.7046302168164402e-06, 0.0536237229280231964402, 0.00090666320465970782
1000.0, 0.002941108774393797, 3.881782504322473e-06, 2.941112656176301322473, 0.00682289127871627
10000.0, 0.028108319267630577, 2.9372299650276545e-06, 281.0831956135357350276545, 0.057480618917907122
